1571,-0.0245,-0.3242,0.0413,-0.1431,0.2854,4960
6907,0.1514,-0.0065,-0.4597,0.2062,-0.1967,1800
2083,-0.3539,-0.4977,-0.2777,0.4826,0.3833,1500
4119,0.1395,0.0238,0.4789,-0.0351,-0.0326,3180
1220,0.2125,-0.2889,-0.3861,0.2984,0.2624,1200
7170,-0.4424,-0.3927,-0.4166,0.2937,-0.2001,1300
8890,0.4529,0.1479,-0.3312,0.1867,0.2683,1940
7690,-0.4041,-0.0158,0.115,-0.1305,0.4175,11380
4213,-0.1973,-0.1474,0.3107,-0.1441,-0.4551,13680
9028,0.0005,-0.396,0.3611,0.1625,0.439,1700
2003,0.0256,-0.3487,-0.4817,-0.1705,-0.1686,7860
3962,0.0046,0.0186,0.0866,0.2153,0.4567,1500
6853,-0.3603,0.0224,-0.0018,0.3216,-0.2686,1500
5318,-0.1263,0.1216,0.357,-0.1278,0.2832,4020
8016,0.4315,0.1984,-0.3623,0.2006,-0.1936,1300
1979,-0.3819,0.4552,-0.3902,-0.4727,-0.1682,5920
7015,-0.4442,0.1399,-0.4388,-0.0375,-0.2743,6000
40,0.2678,-0.0115,-0.0716,-0.2744,-0.4323,5040
7815,-0.0129,0.4772,-0.4619,-0.4593,0.2178,7200
754,0.4447,-0.4931,-0.3719,0.1288,-0.3269,1700
9961,0.1722,0.022,-0.0802,0.2787,0.4389,1300
5105,-0.0826,-0.1234,0.1372,-0.2093,-0.1104,4720
8381,0.0393,0.314,0.4192,0.2158,-0.2634,1400
7024,0.3909,-0.1905,0.0632,-0.1723,-0.0387,3380
3959,-0.023,-0.2478,0.2993,0.1506,0.1608,1400
3502,-0.4306,0.0592,0.0418,-0.0754,-0.3355,3820
6829,-0.4673,-0.1979,0.2313,0.1892,-0.4222,1600
2010,-0.3544,0.2936,-0.0041,-0.0941,-0.2348,3480
229,0.4554,-0.0581,0.184,0.1343,0.3402,1400
9636,0.1186,0.2308,0.2322,-0.3856,0.2141,8840
6298,-0.4596,0.2599,0.0478,0.2071,-0.1688,1100
962,0.2097,0.418,-0.2134,-0.009,-0.014,2340
5565,-0.3511,-0.4261,0.4306,-0.4362,0.3653,4000
1723,-0.4291,-0.1222,0.4453,0.0565,0.2226,2800
6484,-0.1494,0.132,-0.2362,-0.1187,0.3902,4120
6416,0.1943,0.1571,0.3346,-0.2289,0.457,5280
2190,-0.0106,-0.0819,0.0594,-0.4923,0.4972,7140
765,0.2462,0.3266,0.3244,-0.1006,0.0088,2840
7469,0.3895,0.1334,0.3946,0.0742,-0.4053,1400
9048,-0.1221,-0.3603,0.466,-0.2204,0.0533,10040
4244,-0.1973,-0.1474,0.3107,-0.1441,-0.4551,3940
401,-0.4041,-0.0158,0.115,-0.1305,0.4175,11540
3725,-0.1221,-0.3603,0.466,-0.2204,0.0533,8100
2926,0.1186,0.2308,0.2322,-0.3856,0.2141,3000
8300,0.0256,-0.3487,-0.4817,-0.1705,-0.1686,7100
7934,-0.153,-0.3487,-0.4817,-0.1705,-0.1686,11640
7354,0.1943,0.1571,-0.4619,-0.4593,0.457,4020
6550,-0.1973,-0.3603,0.466,-0.1441,0.0533,9240
5301,0.1186,0.4552,0.2322,-0.4727,0.2141,4460
1279,-0.0106,-0.0819,0.0594,-0.1441,0.4972,5060
2030,0.1186,0.1571,0.3346,-0.3856,0.2141,5280
5166,-0.4041,-0.0158,0.115,-0.1305,0.4175,6100
2666,-0.3819,0.4552,-0.3902,-0.4727,0.2178,2900
9842,-0.4041,-0.0819,0.115,-0.4923,0.4175,6120
997,-0.4442,0.1399,0.2322,-0.3856,0.2141,4900
4602,-0.0129,0.4772,-0.4619,-0.4593,0.2178,3820
6452,-0.0106,0.4552,-0.3902,-0.4923,-0.1682,8160
6242,-0.0106,-0.0819,0.466,-0.2204,0.4972,4800
7066,-0.4041,-0.0158,0.115,-0.1305,0.4972,7800
6611,0.1186,-0.0621,0.115,-0.3856,0.2141,8220
8110,-0.4442,0.1399,-0.4388,-0.0375,-0.2743,5820
3976,0.1943,-0.0158,0.115,-0.1305,0.457,4120
9246,-0.1973,-0.0158,0.115,-0.1441,-0.4551,3340
2714,-0.4442,-0.0508,0.0594,-0.0375,-0.2743,6460
617,0.1186,0.1399,-0.4388,-0.3856,-0.2743,7180
3543,-0.3819,0.4772,-0.4619,-0.4593,0.2178,4660
5727,-0.0106,-0.0819,-0.4388,-0.4923,0.4972,10940
945,0.1416,0.1571,0.3346,-0.1305,0.457,5280
5737,0.1073,0.1571,-0.4619,-0.4593,0.2178,4260
7855,-0.1221,0.1399,0.466,-0.0375,-0.2743,4360
3420,0.1186,0.1571,0.2322,-0.3856,0.2141,5220
5850,-0.1221,-0.3603,0.466,-0.2204,0.4175,13020
1,0.1943,0.1571,0.3346,-0.2289,0.457,5040
1057,-0.1973,-0.1474,0.115,-0.1441,0.4175,5620
1919,-0.1973,-0.1474,0.3107,-0.2289,0.457,9360
8987,-0.1973,-0.3487,-0.4817,-0.1441,-0.1686,8080
5397,-0.0129,0.4552,-0.4619,-0.4727,0.2178,3100
4742,0.0256,-0.1474,-0.4817,-0.1705,-0.2126,9240
5297,-0.0106,-0.0819,0.0594,-0.4923,-0.256,4040
1933,0.0256,-0.3487,-0.4817,-0.4593,-0.1686,4080
9512,-0.1221,-0.3603,0.466,-0.2204,0.4175,11820
6718,-0.153,-0.3487,-0.4817,-0.1705,-0.1686,6140
3347,-0.4041,-0.0158,0.115,-0.1305,0.1462,3680
5731,-0.0106,-0.0819,-0.4388,-0.4923,0.4972,6220
7495,-0.1973,-0.5193,0.3107,-0.2289,0.457,6780
4018,-0.153,-0.3487,-0.4817,-0.1705,-0.0882,4260
4002,-0.0106,-0.0819,0.466,-0.2204,0.4175,6500
1136,-0.1221,-0.3603,0.466,-0.2204,0.0533,5800
3178,-0.1973,-0.3603,0.115,-0.1441,0.2141,13600
8642,-0.4041,-0.1474,-0.4817,-0.1305,0.4175,4540
7923,-0.1973,-0.3603,0.466,-0.1441,0.0533,10860
3550,-0.1221,0.4552,0.466,-0.2204,0.0533,6240
3896,-0.0106,0.4552,-0.3902,-0.4923,-0.1682,2600
4119,-0.1973,-0.3603,0.466,-0.1441,0.0533,6300
1047,-0.1221,-0.3603,-0.4817,-0.2204,-0.1686,8440
5472,-0.1973,-0.3603,0.466,-0.2204,0.0533,7760
3967,-0.0106,-0.0819,-0.4388,-0.4923,-0.1682,3960
9069,0.1186,-0.0158,0.115,-0.3856,0.2141,4360
8293,-0.1221,-0.0158,0.115,-0.2204,0.4175,7300
1658,-0.0335,-0.1474,-0.4817,-0.1705,-0.2126,6120
440,-0.153,-0.0621,0.115,-0.3856,0.2141,4980
6718,-0.1973,-0.0158,0.115,-0.1305,0.4175,4360
7381,0.0256,-0.1098,-0.4817,-0.1705,0.3062,7400
3017,0.0256,-0.1474,-0.4817,-0.1705,-0.2126,4940
7290,-0.153,-0.3603,-0.4817,-0.1705,-0.1686,10380
6568,-0.1973,-0.3603,0.466,-0.1441,0.0533,12340
2777,-0.0106,-0.3603,-0.4388,-0.5291,0.4972,3940
1896,-0.0106,-0.0819,0.115,-0.1305,0.1752,8240
5423,-0.1973,-0.3603,0.466,-0.2204,0.0533,9820
634,-0.0106,0.4552,0.466,-0.4923,0.0533,4840
1254,-0.1973,-0.0158,0.466,-0.1305,0.0533,6240
5425,-0.153,-0.3487,-0.4817,-0.1705,0.4175,9620
7445,-0.0106,-0.1474,-0.3902,-0.466,0.457,3820
4025,-0.0106,-0.0819,0.466,-0.4923,0.4972,3340
3901,-0.1221,-0.3603,0.466,-0.2204,0.4175,7840
3699,-0.0106,-0.1474,0.3107,-0.2289,0.457,10920
